product_code,product_name,category,disposition,review_reason,approval_action,product_id,warehouse_id,gap,expected_adjustment_sum,actual_stock,proposed_quantity_change,correction_id,reason_breakdown,as_of_day
7M-1220,廣角 7M-1220,Timing Belts,actionable,,,dff9dd53-d20a-5fc8-b5e1-91151b176a32,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,c2f14381-3026-5df4-a215-4e6a5b6c1686,"SALES_RESERVATION=-15, SUPPLIER_DELIVERY=13",2026-04-17
AO028,OH A-28,V-Belts,actionable,,,e1ba30f6-65e3-5baf-a7c8-fe6cc643e2ee,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,49,47,-2,f76c3ff3-fbe5-5250-baf0-8f6a2c7b9496,"SALES_RESERVATION=-551, SUPPLIER_DELIVERY=600",2026-04-17
8M-680*30M/M,680-8M*30M/M,Timing Belts,actionable,,,e23a9be7-b419-558e-98a8-d6ce25a420d8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,a9a29eb0-ad56-5350-8cbc-ae486d1547c5,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=4",2026-04-17
RL109*25M/M,109L*25M/M,Timing Belts,actionable,,,e2f0337f-334f-5e00-940e-2bc843c6ba59,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,a46a2fb7-d0da-5de4-a501-acffe79029c4,"SALES_RESERVATION=-9, SUPPLIER_DELIVERY=7",2026-04-17
XL220*16M/M,220XL*16M/M,Timing Belts,actionable,,,e327c6f3-126b-51ec-b512-62eb98fb1a88,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,837326c4-e711-5d9b-9cf5-5598405b3977,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=6",2026-04-17
RL255*13M/M,255L*13M/M,Timing Belts,actionable,,,e3660d73-5d36-5adb-b239-76e20ba8a001,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,9f4d48ca-edb5-5754-8afe-7b46fbf3e897,"SALES_RESERVATION=-24, SUPPLIER_DELIVERY=22",2026-04-17
SPZ-1637-3,SPZ-1637,V-Belts,actionable,,,e3cc10a7-265f-5b9c-9a4c-35b07c5f1b57,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,6,4,-2,6490139d-64db-541b-9871-14e4a1a499e2,"SALES_RESERVATION=-26, SUPPLIER_DELIVERY=32",2026-04-17
XL172*17M/M,172XL*17M/M,Timing Belts,actionable,,,e5222ffc-b500-550f-97af-5156d7065510,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,7f1a7540-b0d2-5722-88fc-ac61af2957ca,SUPPLIER_DELIVERY=2,2026-04-17
J5-200 FR,200-J5,Ribbed Belts,actionable,,,e58b3fc7-1ec9-5188-98d7-920916d95db8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,0,2,2,27069559-a71b-52a4-af15-4e9ecc658418,-,2026-04-17
5M-500*12M/M,5M-500*12M/M,Timing Belts,actionable,,,e5bca87d-9bce-5af3-a83c-e4bc98baab53,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,354286f2-8489-50ec-bdeb-3ab10d0d91e6,"SALES_RESERVATION=-4, SUPPLIER_DELIVERY=6",2026-04-17
PSPZ-912 OH,SPZ-912 OH,V-Belts,actionable,,,e65cf827-c983-5516-a2b3-3e828339b307,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,36,38,2,4c0be5e7-a7ed-5f71-b1c3-6b8bb013e409,"SALES_RESERVATION=-114, SUPPLIER_DELIVERY=150",2026-04-17
LK019-5,三五 K-19,V-Belts,actionable,,,e9105739-0bcc-53cc-a0f8-ccc5aabc67d2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,d169f8af-814d-566d-82d5-90e2a33be9b3,"SALES_RESERVATION=-172, SUPPLIER_DELIVERY=170",2026-04-17
XL188*15M/M,188XL*15M/M,Timing Belts,actionable,,,e9803a84-53f0-5c44-8b8a-a19b2ac6c5a4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,429dd454-4659-5068-81e2-869f5a816be3,"SALES_RESERVATION=-7, SUPPLIER_DELIVERY=5",2026-04-17
5PK-1650,5PK-1650,Ribbed Belts,actionable,,,e9d67703-6689-5d29-8d71-82c09aa002b2,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,91f471d6-2e22-51e5-99f8-acde9b842883,SUPPLIER_DELIVERY=2,2026-04-17
XL250*20M/M,250XL*20M/M,Timing Belts,actionable,,,ea49111c-bf3a-55b9-8307-41bfb0285843,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,19caa4a1-969b-5ad6-8097-91ec2b0814ff,SUPPLIER_DELIVERY=2,2026-04-17
RL225*14M/M,225L*14M/M,Timing Belts,actionable,,,ebbf1af4-0d2d-5a49-a2df-5ee1e3c5fd92,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,48826035-7247-5151-bc16-5becc2a2830b,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=4",2026-04-17
RH490*39M/M,490H*39M/M,Timing Belts,actionable,,,ebdf6eea-b264-5e2a-acaa-6bcd95627617,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,896613cb-193b-52d3-8633-e93947e584a5,SUPPLIER_DELIVERY=2,2026-04-17
DXL260*8M/M,260DXL*8M/M,Timing Belts,actionable,,,ebe1e5c1-5574-542a-8af1-f0d6488d957d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,f90a9465-e053-50f0-ba71-b7cddbae2916,SUPPLIER_DELIVERY=2,2026-04-17
XL250*10M/M,250XL*10M/M,Timing Belts,actionable,,,ec1337ca-ee8f-5c66-8ed5-a8dfbb074884,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,276391d8-25da-5e97-baa1-4a40e537c83b,"SALES_RESERVATION=-173, SUPPLIER_DELIVERY=175",2026-04-17
SPB-2850,進口 SPB-2850,V-Belts,actionable,,,ed1f0836-31a4-5a33-b098-e830b8054f68,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,3902baf5-e61a-5441-8b59-a02ffa5437da,SUPPLIER_DELIVERY=2,2026-04-17
VT-155*1060,VT-1646 155*1060,Flat / Specialty Belts,actionable,,,ed4d66ce-122b-53a2-b6d8-cadf152e1420,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,5aa15dcc-0502-5c62-b8cc-1eacc00fd42b,SUPPLIER_DELIVERY=2,2026-04-17
RH420*25M/M,420H*25M/M,Timing Belts,actionable,,,ed86ff26-9588-59eb-83b5-5fd1ce7cd91a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,2d104401-7598-5be5-8f65-c5191d6d9312,"SALES_RESERVATION=-25, SUPPLIER_DELIVERY=27",2026-04-17
J5-251,251-J5,Ribbed Belts,actionable,,,ed9a3e24-a60c-5879-908b-c3bbbd3668b8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,a4fca951-aa4a-5a75-987f-7465b804ac48,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=0",2026-04-17
RL210*14M/M,210L*14M/M,Timing Belts,actionable,,,ee1e6fe5-d684-539e-b9f0-5b88716021b9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,4f944ed3-683c-5aef-8356-2ed20d760afe,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=4",2026-04-17
PC217,三角皮帶 C-217,V-Belts,actionable,,,eed6b743-0760-5377-b4f5-f297002d4c97,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,19,17,-2,2f4d802f-57b0-5aa2-ad9a-8319e18e9871,"SALES_RESERVATION=-72, SUPPLIER_DELIVERY=91",2026-04-17
T10-1400*21,T10-1400*21M/M,Timing Belts,actionable,,,f007699e-eed6-5346-91d7-c8b2fe0c644f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,6b7da1f3-fee1-5060-827a-58f20e26bd9b,SALES_RESERVATION=-2,2026-04-17
5GT-675*25M/M,5GT-675*25M/M,Timing Belts,actionable,,,f071d4aa-b5f7-52b4-9034-245c3aedc26e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,4933dd3c-d2fa-5970-8f05-158b8e3f931a,"SALES_RESERVATION=-5, SUPPLIER_DELIVERY=7",2026-04-17
OM028-6,耐熱皮帶 FM-28,V-Belts,actionable,,,f3822f00-cb33-5389-9d73-d22f448d86bd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,c3ba825b-1da0-5676-9f9a-786aa4235a9b,SALES_RESERVATION=-2,2026-04-17
6PK-1450,6PK-1450,Ribbed Belts,actionable,,,f41e9ac4-24b5-5c13-8481-32f4e2502687,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,e0b83f55-8584-500e-91b1-0db76a0407b4,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=4",2026-04-17
5M-425*20M/M,5M-425*20M/M,Timing Belts,actionable,,,f442b3c5-fe0f-5949-83e3-ade6b7a7cc65,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,1ef854b4-5943-5e5a-bafb-13cff7c215fb,SUPPLIER_DELIVERY=2,2026-04-17
670VB 31-30,變速皮帶 670VB,Variable-Speed Belts,actionable,,,f4de574b-e02d-56b1-b1a3-2468848ffd04,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,fde0b0d4-c1bb-5c79-810c-b41007c295cb,"SALES_RESERVATION=-38, SUPPLIER_DELIVERY=36",2026-04-17
BO047,OH B-47,V-Belts,actionable,,,f52be2ef-49f0-53d1-bc10-00d597b08bda,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,59,57,-2,168b4fa6-ce2f-591f-b32c-26a34f0662c1,"SALES_RESERVATION=-2657, SUPPLIER_DELIVERY=2716",2026-04-17
PC230,三角皮帶 C-230,V-Belts,actionable,,,f574aa85-09b8-52c9-b8ee-776e1fe66818,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,39,37,-2,7c141822-2d54-5448-956a-1012cd8a4b86,"SALES_RESERVATION=-171, SUPPLIER_DELIVERY=210",2026-04-17
5GT-600*40M/M,5GT-600*40M/M,Timing Belts,actionable,,,f59a65a5-0ca8-587b-8a13-aacc9d91303f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,1a874bf0-b667-5868-b5c1-ddc1a60f6086,"SALES_RESERVATION=-11, SUPPLIER_DELIVERY=13",2026-04-17
RB030-T,日本齒帶 B-30,Timing Belts,actionable,,,f6224379-cb09-520b-bcd3-f7de1bcc829a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,23,25,2,efb87365-a5fd-5cfd-921a-5d3c5a99eb8d,"SALES_RESERVATION=-165, SUPPLIER_DELIVERY=188",2026-04-17
BO101,OH B-101,V-Belts,actionable,,,f7521aa1-ac07-5851-9d8f-ca83515e081f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,35,33,-2,8be66f08-64b8-5e16-9da7-003124cddfe9,"SALES_RESERVATION=-117, SUPPLIER_DELIVERY=152",2026-04-17
7M-580,廣角皮帶 7M-580,Timing Belts,actionable,,,f89d4a26-e6ce-531f-9432-034b7aa9ef39,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,6,4,-2,91b586bb-d1fa-520a-9378-e47af6657d4e,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=12",2026-04-17
S5M-390*10,S5M-390*10M/M,Timing Belts,actionable,,,f8fdb3aa-e67d-5a76-80b4-755f51b6a33f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,dc3e99ae-356f-54f7-89a6-24eb3fead141,"SALES_RESERVATION=-9, SUPPLIER_DELIVERY=11",2026-04-17
PC350,三角皮帶 C-350,V-Belts,actionable,,,f9c8e7dc-2d61-568f-930b-49faeeb52443,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,13,15,2,fd5208a1-12b3-533f-a029-d94edc0a5a75,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=15",2026-04-17
RC065-6,日本齒帶 C-65,Timing Belts,actionable,,,fb18a67a-b220-5ce8-8ad9-9f3309c43aed,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-2,-2,0,2,34d5282a-762a-51a1-94fb-f5616a124c1e,"SALES_RESERVATION=-125, SUPPLIER_DELIVERY=123",2026-04-17
S5M-390*19M/M,S5M-390*19M/M,Timing Belts,actionable,,,fc042ef6-2acf-50b3-9c93-dc79f0d8682b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,0,-2,-2,51f696dc-e193-5b63-9b4e-e89d39d550c4,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=2",2026-04-17
7M-750,廣角皮帶 7M-750,Timing Belts,actionable,,,fd83b123-b053-599d-921f-77f947e744c8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,5d7d5412-b744-501a-9f70-4884f4a93661,SUPPLIER_DELIVERY=2,2026-04-17
7M-925,廣角皮帶 7M-925,Timing Belts,actionable,,,fe8aee69-0a64-5f09-8d2c-c3bb665f39c0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,18d11749-8a3c-5c56-ba49-0699a6c0939b,SUPPLIER_DELIVERY=2,2026-04-17
PC260,三角皮帶 C-260,V-Belts,actionable,,,fedad83e-570a-5b86-bb54-87f21e3d8f1f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,21,19,-2,d1ac590a-e648-5ef9-a5a4-759654baf8c7,"SALES_RESERVATION=-54, SUPPLIER_DELIVERY=75",2026-04-17
SPA-2300-3,SPA-2300 大山,V-Belts,actionable,,,ff27eeed-a63e-5b23-8c72-b806e6fd51be,26c77257-0dee-5c1a-a0aa-62ffa0603a01,2,2,0,-2,8e8de255-374b-570f-a78c-83d101f258b5,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=8",2026-04-17
SPA-950-3,SPA-950 大山,V-Belts,actionable,,,00ea18a8-490a-5532-af30-d2dfcc3e377a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,1a7bfb2e-376e-5ae1-8a99-0b9fb9f52af7,"SALES_RESERVATION=-11, SUPPLIER_DELIVERY=10",2026-04-17
XL230*10M/M,230XL*10M/M,Timing Belts,actionable,,,014b4705-406e-57e6-8e3c-7df689dde7bd,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,73908299-ac79-5bf3-b7f2-7703df779c30,"SALES_RESERVATION=-39, SUPPLIER_DELIVERY=38",2026-04-17
XL200*20M/M,200XL*20M/M,Timing Belts,actionable,,,055dc460-06a4-5aa5-88c4-cebc4611ab4d,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,449c3710-0aaa-5dd7-a49d-ac8a7e14e2a2,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=9",2026-04-17
11M-710,廣角 11M-710,Timing Belts,actionable,,,05ee86c5-5658-5389-b6ae-b23b83d8ee78,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,3,2,-1,71bbd110-63e1-5717-a663-87d945ef5b2f,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=6",2026-04-17
RL390*30M/M,390L*30M/M,Timing Belts,actionable,,,070e68eb-78d5-584b-b8d6-4fabaccb16a7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,601f4bf9-e0c2-5a0a-b497-4019610833cd,SALES_RESERVATION=-1,2026-04-17
S8M-1600*40,S8M-1600*40M/M,Timing Belts,actionable,,,07722d4f-ea45-53b9-adf6-0f7519f96201,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,a2a81929-28db-58a2-9d30-50a76207e066,"SALES_RESERVATION=-7, SUPPLIER_DELIVERY=6",2026-04-17
J4-210,J4-210,Ribbed Belts,actionable,,,07771c10-26bc-5ef9-beba-c1f8f31bf5f8,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,c95deb00-62ff-5070-ba6b-59cc70732180,SALES_RESERVATION=-1,2026-04-17
5M-565*28M/M,5M-565*28M/M,Timing Belts,actionable,,,0811975a-ff28-5160-a405-cf92305bad12,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,417762ea-fa58-5bda-948f-955853975725,SUPPLIER_DELIVERY=1,2026-04-17
J4-140,J4-140,Ribbed Belts,actionable,,,089bee4c-5379-5395-8163-5dd1c332fad9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,6c751779-8700-5048-ab61-b5caa8dee1bf,-,2026-04-17
J2-180,J2-180,Ribbed Belts,actionable,,,08a7a673-affd-58aa-8450-ce29109c4f9e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,3267c970-4b63-5f90-9712-af84d0ce9805,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=3",2026-04-17
8M-1120*20M/M,1120-8M*20M/M,Timing Belts,actionable,,,0929f1b8-a847-581e-a402-40a18c4272c9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,4555afad-4a3f-51dd-957b-087dcc01c335,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=11",2026-04-17
XL240*18M/M,240XL*18M/M,Timing Belts,actionable,,,095946ec-c846-5561-aeb2-f1d3fbffa880,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,081055b2-46f5-50cf-89c1-529316f4cff6,"SALES_RESERVATION=-10, SUPPLIER_DELIVERY=11",2026-04-17
RH600*25M/M,600H*25M/M,Timing Belts,actionable,,,0a202676-1829-50c7-95e9-d2cddab55493,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,6456b833-3b2e-56fc-8403-7eee36999b68,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
5M-375*10M/M,375-5M*10M/M,Timing Belts,actionable,,,0a8335fb-4d9d-51e8-8fe3-e2a13c46c5fc,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,9fb5915c-8ff3-5171-a9a7-aefa37021297,SUPPLIER_DELIVERY=1,2026-04-17
PA115,三角皮帶 A-115,V-Belts,actionable,,,0c7ed112-e036-5f96-914e-e89a6baf5fa4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,8,9,1,4970fce7-d3f4-55ea-93f9-0fbfa7f67746,"SALES_RESERVATION=-175, SUPPLIER_DELIVERY=183",2026-04-17
VC1000-37,變速皮帶 1000VC-37,Variable-Speed Belts,actionable,,,0c7f60e4-8961-5a97-afcd-5cde53e00154,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,a33b002b-3e28-5eef-8d65-453312a5b8cf,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
PSPB-2850 OH,SPB-2850 OH,V-Belts,actionable,,,0e4bec0f-0fbc-53a2-8b3b-6634728f0f63,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,148,149,1,3318fbc6-f16f-5eef-93b7-4134aea80c53,"SALES_RESERVATION=-273, SUPPLIER_DELIVERY=421",2026-04-17
XL348*11M/M,348XL*11M/M,Timing Belts,actionable,,,0ebfe953-1bb1-59aa-9808-187952f5c768,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,6cfd022d-7bfd-5df6-a4ff-d73f2b3bdeba,"SALES_RESERVATION=-1, SUPPLIER_DELIVERY=2",2026-04-17
8M-800*23M/M,8M-800*23M/M,Timing Belts,actionable,,,0f7dce77-773b-51cb-8f92-4ffb04d833d6,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,d789bcf1-2653-5085-9ca9-6da14affc9fa,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=2",2026-04-17
5M-755*15M/M,5M-755*15M/M,Timing Belts,actionable,,,0fa7eba9-b1e4-5a48-a389-e12191bbc7c9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,c0110a71-115c-509e-b575-e17e83c35fd9,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
XPA-1900-LJ,XPA-1900 進口,V-Belts,actionable,,,1121ad25-ba85-5fa9-a01f-0a5d4380499f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,cac4c2e9-ebb4-5073-bbc8-22a19f40295f,"SALES_RESERVATION=-8, SUPPLIER_DELIVERY=9",2026-04-17
VA925,變速皮帶 925VA,Variable-Speed Belts,actionable,,,12048fc5-17e1-5724-bc29-b532e813a0e5,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,cd5beae1-cd86-5370-bda4-d11814fcbf66,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
PB219,三角皮帶 B-219,V-Belts,actionable,,,1290b117-3f3b-543e-9ef7-c0c477540fd9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,88820f76-5afc-531c-98f5-260cf431eee4,SALES_RESERVATION=-1,2026-04-17
T150R-33*2365,T150R-33*2365,Flat / Specialty Belts,actionable,,,1374f76f-68cb-5516-8981-ffd366d95846,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,a7a622f4-cee1-5a7a-8f79-4ee4e5a4dede,SUPPLIER_DELIVERY=1,2026-04-17
OA113,日本 OH A-113,V-Belts,actionable,,,147b5634-9133-5f4f-b04b-10cee9345444,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,eb3d69a2-9885-53bf-a30d-f25e5b2fc900,"SALES_RESERVATION=-3, SUPPLIER_DELIVERY=4",2026-04-17
P3V-0450  OH,P3V-0450  OH,V-Belts,actionable,,,157c18b8-9f60-58a0-97a6-a9dbd458ed54,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,207,208,1,42a364c2-0899-5eda-ab03-55b1f0297ee4,"SALES_RESERVATION=-822, SUPPLIER_DELIVERY=1029",2026-04-17
PB206,三角皮帶 B-206,V-Belts,actionable,,,1688ca2b-858a-5535-bbb1-bc264f8b8e6a,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,56b3bdbe-1233-5940-b15d-e522f3204167,"SALES_RESERVATION=-39, SUPPLIER_DELIVERY=40",2026-04-17
RL420*25M/M,420L*25M/M,Timing Belts,actionable,,,1709f7aa-f6e5-5305-aae1-594da1a74d5b,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,231edb33-14a7-5f69-89e9-9e04b8e37fa5,"SALES_RESERVATION=-4, SUPPLIER_DELIVERY=3",2026-04-17
8M-1280*35M/M,1280-8M*35M/M,Timing Belts,actionable,,,178b6c2a-9f76-53e6-9a74-2f98454f5e55,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,53c6fd3a-3aab-5f11-b252-1502807f0b5f,-,2026-04-17
PD138,三角皮帶 D-138,V-Belts,actionable,,,1888352b-ba53-5bf1-b787-0122d70adc51,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,14,15,1,2bee5b18-f1ca-58a7-b9b9-05c65c79a38e,"SALES_RESERVATION=-83, SUPPLIER_DELIVERY=97",2026-04-17
RM054-6,日本齒帶 FM-54,Timing Belts,actionable,,,18e86496-5124-5ff6-aad2-9353e5681628,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,4,3,-1,fb291895-c03a-51ac-a1da-da4eac085604,"SALES_RESERVATION=-29, SUPPLIER_DELIVERY=33",2026-04-17
LM080-3,大山 M-80,V-Belts,actionable,,,190c0200-7f8e-5f00-98c8-d30c864d0ef0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,8067afdb-3bd5-5940-97f2-6c2218fc957c,"SALES_RESERVATION=-43, SUPPLIER_DELIVERY=42",2026-04-17
DXL160*10M/M,160DXL*10M/M,Timing Belts,actionable,,,1940362e-98f7-59db-93eb-a1ace5c7b781,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,0536c63a-8e88-5dd2-b1c4-395f1bba60b0,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=5",2026-04-17
8M-1120*30M/M,1120-8M*30M/M,Timing Belts,actionable,,,1965ce0d-65a5-570d-99ab-56f428442599,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,096a27b5-ed95-5d4a-997c-b3c12cc0e8c1,"SALES_RESERVATION=-2, SUPPLIER_DELIVERY=1",2026-04-17
1030VC 30-22,變速皮帶 1030VC,Variable-Speed Belts,actionable,,,1b671fe0-2398-53f9-b03e-67eb4729edd0,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,3100f48d-192d-51ed-9324-d86150dca94c,SALES_RESERVATION=-1,2026-04-17
J8-220,220-J8,Ribbed Belts,actionable,,,1d09b6d0-1c63-5869-9fea-17f4d44d7f05,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,fe131992-7cb7-5f5a-8270-53f1db66b217,"SALES_RESERVATION=-6, SUPPLIER_DELIVERY=7",2026-04-17
RL285*13M/M,285L*13M/M,Timing Belts,actionable,,,1dc5486a-8f9e-573e-b843-5d6f17811286,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,ed4f5684-ffac-5164-b119-85afdfb33e08,"SALES_RESERVATION=-4, SUPPLIER_DELIVERY=3",2026-04-17
RA039-6,日本齒帶 A-39,Timing Belts,actionable,,,1e1c8afe-447c-5bd7-b4fb-d55d7a164a6f,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,11,12,1,72cea187-4e54-597e-a8ab-5073889c63f4,"SALES_RESERVATION=-991, SUPPLIER_DELIVERY=1002",2026-04-17
BMT-LEB1,BMT-LEB1,Vehicle Belts,actionable,,,1e7e921b-0778-5293-8564-38eb41275ee4,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,2,1,-1,326a2055-afb6-5e4a-8a64-873e51e5337f,"SALES_RESERVATION=-775, SUPPLIER_DELIVERY=777",2026-04-17
XL210*20M/M,210XL*20M/M,Timing Belts,actionable,,,1e97b447-8fe4-51c8-9883-fd470d45d41e,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,8ebe6de9-088d-5d26-9a14-16405c7ed35d,"SALES_RESERVATION=-5, SUPPLIER_DELIVERY=6",2026-04-17
J6-550 LJ,J6-550 LJ,Ribbed Belts,actionable,,,1f062369-13cf-5e3f-812c-0fc5dba31ce9,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,d0fdd110-c4a0-5d9a-9ab8-37a1d74aa9eb,"SALES_RESERVATION=-5, SUPPLIER_DELIVERY=5",2026-04-17
S-2 28*2000,S-2 28*2000,Other Power Transmission,actionable,,,1feec05b-f694-5eae-b04a-b9e04e9caec7,26c77257-0dee-5c1a-a0aa-62ffa0603a01,1,1,0,-1,dd820b8a-fd5e-5076-808e-3a4c69b057ef,SUPPLIER_DELIVERY=1,2026-04-17
MX-23,MX-23,Other Power Transmission,actionable,,,202eac05-c192-5d82-8859-2830dafc711c,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,-1,0,1,27d3936c-0487-5ca6-98d5-c2aedc008188,"SALES_RESERVATION=-9, SUPPLIER_DELIVERY=8",2026-04-17
PU150XL*13M/M,150XL*13M/M-PU,Other Power Transmission,actionable,,,22184766-c78e-5aee-a07c-fbd51d5847e3,26c77257-0dee-5c1a-a0aa-62ffa0603a01,-1,0,1,1,51b045a3-337c-5a3e-8119-ed0e3a18d08a,-,2026-04-17
